hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes,Quirofanos
117108,16,Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu,Hospital de Coelemu,-36.4942,-72.7081,791,-901.0,4419668,2390008,17135.0,39740,79842494,0
117107,16,Hospital Comunitario de Salud Familiar de El Carmen,Hospital El Carmen,-36.5639,-72.0405,704,-684.0,3469626,1750560,8393.0,32197,82906030,0
118100,8,Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción),Hospital Guillermo  Grant Benavente,-36.8201,-73.0503,502497,36613.4769,127578700,87878932,302112.0,144752,6716891804,5221
118103,8,Hospital Traumatológico (Concepción),Hospital Traumatológico,-36.8276,-73.0565,41023,-3662.0,13002359,9056186,36058.0,0,94587353,4618
118105,8,Hospital San José (Coronel),Hospital de Coronel,-37.0302,-73.1412,42444,4481.2647,19751846,5154762,39555.0,116785,630907264,699
118106,8,Hospital de Lota,Hospital Lota,-37.0887,-73.1581,59455,-3593.0,14646964,5789253,34402.0,62296,448484852,1068
118107,8,Hospital Clorinda Avello (Santa Juana),Hospital Santa Juana,-37.1696,-72.9339,403,-643.0,3043833,952929,14779.0,32974,17186712,0
118108,8,Hospital San Agustín de Florida,Hospital Florida,-36.8227,-72.6696,224,-305.0,3276281,1080647,5840.0,26608,18460604,0
119100,8,Hospital Las Higueras (Talcahuano),Hospital Higueras,-36.7185,-73.1217,381027,20683.25975,69044694,53059484,154308.0,130468,4946335210,5785
119101,8,Hospital de Tomé,Hospital Tome,-36.6206,-72.9515,64551,-3156.0,14873016,5335271,33290.0,53041,442031602,560
119102,8,Hospital Penco - Lirquén,Hospital Penco Lirquén,-36.7399,-72.9955,61017,-2412.0,13716514,6658513,21602.0,45975,444058638,928
120107,8,Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil,Hospital Huepil,-37.6869,-72.0197,247,-641.0,3496183,1315676,6341.0,30428,98167858,0
120105,8,Hospital Comunitario de Laja,Hospital de Laja,-37.2837,-72.7105,774,-860.0,4728598,2388538,10220.0,37873,156712154,0
120101,8,Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles),Hospital de Los Ángeles,-37.4621,-72.3604,274433,24964.24946,75474803,61963417,196512.0,179835,6167673434,6955
120102,8,Hospital Comunitario de Mulchén,Hospital de Mulchén,-37.7222,-72.2329,335,-1729.0,6123797,2393503,31767.0,92051,85830288,0
120103,8,Hospital Comunitario de Nacimiento,Hospital de Nacimiento,-37.5079,-72.6766,579,-1179.0,4623176,1712272,16794.0,56685,182050719,0
120104,8,Hospital Comunitario de Yumbel,Hospital de Yumbel,-37.0846,-72.5645,384,-1211.0,4251900,1519099,19344.0,45896,114360462,0
120106,8,Hospital Comunitario de Santa Bárbara,Hospital Santa Bárbara,-37.6637,-72.0153,246,-674.0,4092773,1563457,11872.0,42135,71549834,0
128113,8,Hospital San Vicente (Arauco),Hospital Arauco,-37.2462,-73.3219,25514,-2085.0,9698140,4386098,20346.0,67769,246804021,232
128111,8,Hospital Intercultural Kallvu Llanka (Cañete),Hospital de Cañete,-37.8047,-73.3832,19918,-3645.0,14020130,5219507,33101.0,55755,280586051,211
128112,8,Hospital de Contulmo,Hospital Contulmo,-38.0172,-73.2277,369,-240.0,2793468,1277608,3955.0,14076,47011378,0
128109,8,Hospital Provincial Dr. Rafael Avaría (Curanilahue),Hospital Curanilahue,-37.4764,-73.3437,27136,4685.5212,24871065,13055827,37377.0,52823,1477327191,479
128110,8,Hospital de Lebu,Hospital Lebu,-37.6088,-73.6595,2725,-1765.0,8810480,2891183,23209.0,53007,227286605,0
129100,9,Hospital Dr. Mauricio Heyermann (Angol),Hospital Angol,-37.7966,-72.7099,129172,6891.37904,30662225,12771990,82612.0,77043,1801243638,1878
129106,9,Hospital San José de Victoria,Hospital Victoria,-38.2363,-72.3315,76687,6041.46204,23215213,10466930,64173.0,61663,673448967,1845
129104,9,Hospital Dr. Dino Stagno M.(Traiguén),Hospital Traiguén,-38.2502,-72.6886,10396,-1785.0,6185250,2124025,29565.0,42559,161681631,0
129103,9,Hospital de Collipulli,Hospital de Collipulli,-37.9536,-72.4364,662,-729.0,4210546,1485777,9987.0,58971,96496528,0
129101,9,Hospital de Purén,Hospital Purén,-38.0503,-72.6734,317,-584.0,2808140,947623,8005.0,27406,159092762,0
129107,9,Hospital Dr. Oscar Hernández E.(Curacautín),Hospital Curacautín,-38.4353,-71.8888,849,-844.0,3705949,1330055,8922.0,29140,192570207,0
129108,9,Hospital de Lonquimay,Hospital de Lonquimay,-38.4476,-71.2306,178,-714.0,2823746,737039,7160.0,23897,63617052,0
121113,9,Hospital Dr. Eduardo González Galeno (Cunco),Hospital de Cunco,-38.9325,-72.0292,2262,-909.0,3919651,2020819,7824.0,40842,91657230,0
121114,9,Hospital Intercultural de Nueva Imperial,Hospital Nueva Imperial,-38.7449,-72.9503,49542,3446.37824,16771494,13311407,53959.0,38200,1406800486,1229
121121,9,Hospital de Villarrica,Hospital Villarica,-39.2868,-72.2278,69678,2518.10937,12411963,6085761,20815.0,61360,510827936,979
121115,9,Hospital de Carahue,Hospital Carahue,-38.7082,-73.1669,551,-699.0,4164572,1558191,10950.0,38932,81132766,0
121119,9,Hospital de Gorbea,Hospital Gorbea,-39.0973,-72.6763,511,-522.0,2922988,1061861,9681.0,29752,116264658,0
121117,9,Hospital de Pitrufquén,Hospital Pitrufquén,-39.2291,-72.6402,34438,2396.98008,13182738,6274878,26494.0,25587,734966610,597
121116,9,Hospital Dr. Arturo Hillerns Larrañaga (Saavedra),Hospital Puerto Saavedra,-38.7779,-73.4003,293,-452.0,2914670,1249080,8851.0,21738,45392496,0
121118,9,Hospital de Toltén,Hospital Toltén,-39.2144,-73.2075,696,-716.0,2545656,1016606,8486.0,17140,133292493,0
121111,9,Hospital de Galvarino,Hospital Galvarino,-38.4178,-72.7738,418,-619.0,2914903,992913,9125.0,33249,152501611,0
121110,9,Hospital Dr. Abraham Godoy (Lautaro),Hospital Lautaro,-38.5277,-72.4466,43840,1893.05412,12934804,8114398,26280.0,25302,1001687068,1465
121120,9,Hospital de Loncoche,Hospital Loncoche,-39.3702,-72.6311,1160,-1039.0,3635585,1678771,15019.0,36654,139244124,0
121112,9,Hospital de Vilcún,Hospital Vilcún,-38.6547,-72.2248,949,-743.0,2609970,1040561,10522.0,31608,139499540,0
121109,9,Hospital Dr. Hernán Henríquez Aravena (Temuco),Hospital Temuco,-38.7335,-72.5963,236055,27582.60093,91951463,77525475,249330.0,132703,6165900715,3306
200717,9,Complejo Asistencial Padre las Casas,Complejo Asistencial Padre Las Casas,-38.7676,-72.6156,78531,-6014.0,24015018,13449387,74018.0,45368,1804058375,4407
122100,14,Hospital Clínico Regional (Valdivia),Hospital de Valdivia,-39.8099,-73.2459,205569,19150.67,66079565,44040020,172835.0,77136,4125635716,5774
122101,14,Hospital de Corral,Hospital de Corral,-39.8826,-73.4306,305,-281.0,2205245,721380,2582.0,14815,43115489,0
122102,14,Hospital de Los Lagos,Hospital de Los Lagos,-39.8561,-72.8254,1059,-957.0,2406544,787988,12094.0,35630,66587354,0
122103,14,Hospital de Lanco,Hospital de Lanco,-39.4529,-72.7751,3279,-670.0,4218488,1120510,7300.0,29896,114740872,56
122104,14,Hospital Juan Morey (La Unión),Hospital de La Unión,-40.2931,-73.0812,15214,-3524.0,7732003,2230320,36812.0,37789,251104401,554
122105,14,Hospital de Río Bueno,Hospital de Río Bueno,-40.3326,-72.9535,1633,-1998.0,4477092,1154767,20494.0,43113,110340628,30
122106,14,Hospital de Paillaco,Hospital de Paillaco,-40.0692,-72.8776,0,-990.0,3439740,756122,12174.0,31207,137787351,0
122200,14,Hospital de Mariquina,Hospital Santa Elisa De San Jose De La Mariquina,-39.5332,-72.9767,1097,-1216.0,3342144,945710,18330.0,37355,54630361,0
123100,10,Hospital Base San José de Osorno,Hospital de Osorno,-40.5744,-73.1252,202231,16191.8251,54908331,31886964,135103.0,110026,4213211126,2440
123103,10,Hospital de Puerto Octay,Hospital Puerto Octay,-40.9736,-72.9002,212,-181.0,2364969,731148,3575.0,20238,53125414,0
123101,10,Hospital de Purranque,Hospital Purranque,-40.9074,-73.1689,15367,-1562.0,4375134,1978012,13573.0,36868,191573509,437
123102,10,Hospital de Río Negro,Hospital de Río Negro,-40.7839,-73.2163,1150,-347.0,3202188,737549,9708.0,32894,90377670,0
123105,10,Hospital del Perpetuo Socorro de Quilacahuín,Hospital del Perpetuo Socorro de Quilacahuín,-40.7554,-73.4516,48,-74.0,1737255,505402,3285.0,3682,16241229,0
124130,10,Hospital de Calbuco,Hospital Calbuco,-41.7726,-73.1315,3287,-875.0,6524263,2190035,11634.0,133581,222216580,0
124120,10,Hospital de Fresia,Hospital de Fresia,-41.1517,-73.4081,630,-378.0,3082276,1475399,7742.0,12055,73700556,0
124115,10,Hospital de Frutillar,Hospital de Frutillar,-41.1267,-73.0707,2880,-849.0,2877730,1262174,11669.0,29946,101877089,0
124145,10,Hospital de Futaleufú,Hospital Futaleufú,-43.1863,-71.8684,74,-177.0,2638795,942241,2190.0,9810,24095870,0
124110,10,Hospital de Llanquihue,Hospital de Llanquihue,-41.2606,-73.0042,475,-554.0,2198834,1154848,6814.0,33471,202570261,0
124125,10,Hospital de Maullín,Hospital de Maullín,-41.6192,-73.6056,204,-345.0,2327906,1118536,9069.0,14004,58055849,0
124140,10,Hospital de Palena,Hospital de Palena,-43.6161,-71.8036,124,-73.0,1765114,524021,1543.0,4372,15311847,0
124105,10,Hospital de Puerto Montt,Hospital de Puerto Montt,-41.4687,-72.9411,302394,23603.71697,88219505,62903101,207903.0,111258,3629209819,1971
125104,11,Hospital Dr. Jorge Ibar (Cisnes),Hospital de Cisnes,-44.7477,-72.6964,1809,-114.0,2418304,600743,3285.0,8772,43373584,0
125102,11,Hospital Dr. Leopoldo Ortega R. (Chile Chico),Hospital de Chile Chico,-46.5416,-71.7265,118,-162.0,2790991,948533,2920.0,3021,41136756,0
125103,11,Hospital Lord Cochrane,Hospital de Cochrane,-47.2549,-72.5687,52,-167.0,4484932,1280891,2555.0,10298,25759315,0
125100,11,Hospital Regional (Coihaique),Hospital de Coyhaique,-45.5713,-72.0661,90554,8162.41634,42425817,24361359,55437.0,84142,2111054458,1095
125101,11,Hospital de Puerto Aysén,Hospital de Puerto Aysén,-45.4037,-72.6993,21329,-1724.0,16187884,8144047,16060.0,48150,315970671,534
126102,12,Hospital Dr. Marco Antonio Chamorro ( Porvenir),Hospital Porvenir,-53.2984,-70.3683,295,-310.0,3834398,1716482,5355.0,15848,18080958,0
126101,12,Hospital Dr. Augusto Essmann Burgos ( Natales),Hospital de Puerto Natales,-51.7264,-72.5143,14437,-1990.0,15416561,5813574,21971.0,45582,589139680,86
126100,12,Hospital Clínico de Magallanes Dr. Lautaro Navarro Avaria,Hospital Regional de Punta Arenas,-53.1598,-70.9056,188680,11039.81424,54217023,31661692,114517.0,107146,1455666588,3303
126704,12,Hospital Comunitario Cristina Calderón de Puerto Williams,Hospital Comunitario Cristina Calderon de Puerto Williams,-54.9334,-67.6108,122,-44.0,1775612,709400,1825.0,6415,8885930,0
112103,13,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,Hospital del Tórax,-33.4428,-70.6193,41121,8531.72472,18719144,27486883,46880.0,0,550400916,826
112102,13,Hospital de Niños Dr. Luis Calvo Mackenna (Santiago - Providencia),Hospital Luis Calvo Mackenna,-33.4401,-70.6112,134729,10126.42482,36073534,31819688,66517.0,57493,1051189944,1957
112101,13,Hospital Dr. Luis Tisné B. (Santiago - Peñalolén),Hospital Santiago Oriente Luis Tisne,-33.4711,-70.5302,21918,12915.07646,33367886,18370580,107587.0,67034,337673180,876
112100,13,Hospital Del Salvador (Santiago - Providencia),Hospital Salvador,-33.4345,-70.6196,255621,10771.75008,61105387,88129654,122049.0,53643,1935226446,4382
112106,13,Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,Instituto de Geriatría,-33.4269,-70.6456,17873,-1236.0,5591526,1814029,17155.0,0,549200,0
112104,13,Instituto de Neurocirugía Dr. Alfonso Asenjo,Instituto de Neurocirugía,-33.4384,-70.6492,25110,6506.65692,15735736,12462698,30576.0,11748,807992721,1366
112105,13,Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda,Instituto Pedro Aguirre Cerda,-33.4285,-70.6498,9485,-291.0,4845894,1816183,8857.0,0,1328787,0
112107,13,Hospital Hanga Roa (Isla De Pascua),Hospital de Hanga Roa,-27.1501,-109.4209,10571,-801.0,6631021,4350147,5840.0,17764,126538196,60
114104,13,Hospital Metropolitano (Ex Militar),Hospital Metropolitano de Santiago,-33.4188,-70.6051,0,-4108.0,5018022,2325215,64918.0,0,1729865966,0
111195,13,Hospital de Urgencia Asistencia P�blica Dr. Alejandro del R�o,Hospital De Urgencia Asistencia Publica,-33.4442,-70.6385,14075,17357.68386,74097516,34308726,108711.0,165194,2300777119,0
111100,13,Hospital Clínico San Borja-Arriarán (Santiago - Santiago),Hospital Clínico San Borja Arriaran,-33.4566,-70.6495,282367,14962.406869999999,81228967,59237500,145383.0,25302,2384363940,6092
111101,13,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Hospital El Carmen,-33.5089,-70.7552,201481,18066.2033,84948977,46774906,174290.0,225956,2762671728,7355
111351,13,Centro de Referencia de Salud de Maipú,Centro de Referencia de Salud Maipú,-33.5116,-70.7603,44637,-564.0,58785095,36195312,12555.0,0,90251680,1752
111351,13,Centro de Referencia de Salud de Maipú,Centro de Referencia de Salud Maipú,-33.5116,-70.7603,44637,-564.0,6650185,5749860,12555.0,0,90251680,1752
113100,13,Hospital Barros Luco Trudeau (Santiago - San Miguel),Hospital Barros Luco Trudeau,-33.4866,-70.6614,337523,27111.93648,87674612,65015225,261598.0,152421,3318067036,4889
113160,13,Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago - San Miguel),Hospital Enfermedades Infecciosas,-33.4984,-70.6529,18879,-1486.0,6725031,11717464,23141.0,0,104853202,0
113130,13,Hospital Dr. Exequiel González Cortés (Santiago - San Miguel),Hospital Exequiel González Cortés,-33.5013,-70.6541,138762,7279.32756,29345887,14470966,56760.0,119465,400331655,1351
113150,13,Hospital San Luis (Buin),Hospital San Luis de Buin,-33.7336,-70.7478,58936,3570.48783,14481989,4351346,35636.0,62233,345495062,1610
113170,13,Hospital Psiquiátrico El Peral (Santiago - Puente Alto),Hospital Sanatorio El Peral,-33.5876,-70.5704,0,-177.0,5788191,1803480,44895.0,0,10357277,0
113180,13,Hospital El Pino (Santiago - San Bernardo),Hospital Sanatorio El Pino,-33.6091,-70.7018,0,11522.7606,40092129,20270224,109975.0,85007,1232028355,3341
109104,13,Hospital de Til Til,Hospital de Til Til,-33.1383,-70.8035,258,-267.0,3624774,953922,8760.0,34779,997908,0
109101,13,Hospital Clínico de Niños Dr. Roberto del Río (Santiago - Independencia),Hospital Roberto del Río,-33.4164,-70.6522,134893,9090.87894,38007211,15184190,63721.0,92638,959067355,1709
109100,13,Complejo Hospitalario San José (Santiago - Independencia),Hospital San José,-33.4074,-70.6415,250720,19207.389740000002,77941819,60577736,207498.0,94762,3250457978,4442
109103,13,Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago - Recoleta),Instituto Nacional del Cáncer,-33.3986,-70.6413,86473,-2776.0,20611160,16668540,24806.0,0,880941893,1405
109102,13,Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago - Recoleta),Instituto Psiquiátrico,-33.4032,-70.6418,26352,-2159.0,16641541,7625487,121989.0,29339,45991126,0
110160,13,Hospital de Curacaví,Hospital de Curacaví,-33.3961,-71.1549,2270,-141.0,5550901,1908747,6564.0,93715,45453964,0
110150,13,Hospital San José (Melipilla),Hospital de Melipilla,-33.6864,-71.2145,97507,5073.195659999999,19925701,9569004,49482.0,53785,383044611,1434
